Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5124 EEI ANTONIO GIANELLI - LOT CAVALHADA,43204660,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R MONSENHOR RUBEN NEIS, 731 CAVALHADA. 91920-000 Porto Alegre - RS.",(51) 32479194,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1171493,-51.2310059
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA TECNICA INTELIGENCIA EDUCACIONAL,43204686,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA CRISTOVAO COLOMBO, 1512 FLORESTA. 90560-001 Porto Alegre - RS.",(51) 30727733,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Profissional, Educação de Jovens Adultos",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NUCL E EJA E CP CARDEAL ALFREDO VICENTE SCHERER,43204929,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R VIGARIO JOSE INACIO 730, 730 CENTRO. 90020-110 Porto Alegre - RS.",(51) 32121685,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação de Jovens Adultos,,-30.03214,-51.22587
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5129 IEI RENOVAR DA ESPERANCA II,43206220,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 7153, 100 RESTINGA. 90001-970 Porto Alegre - RS.",(51) 994488073,Privada,Comunitária,Sim,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1463368,-51.1274484
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5158 IEI ESCOLA DA VIDA,43206239,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R CRUZEIRO DO SUL, 2873 ACM. SANTA TEREZA. 90840-000 Porto Alegre - RS.",(51) 32424103,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0852314,-51.2309733
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EDUC INF UNIVERSO MAGICO,43206301,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA NEY MESSIAS, 55 JARDIM DO SALSO. 91410-120 Porto Alegre - RS.",(51) 33771889,Privada,Particular,Não,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.04812,-51.17195
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI LALILU LETRASIN LTDA EPP,43206336,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ADAO BAINO, 587 CRISTO REDENTOR. 91350-240 Porto Alegre - RS.",(51) 33372293,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0160654,-51.1556507
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL RECRIAR,43206352,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA LANDEL DE MOURA, 1389 TRISTEZA. 91920-150 Porto Alegre - RS.",(51) 32643311,Privada,Particular,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.11341,-51.24728
ESCOLA PARALISADA,ESC EDUC INF CADE O AUAU LTDA,43206450,RS,Porto Alegre,Urbana,Não Informado,Privada,"RUA DOUTOR VALE, 153 MOINHOS DE VENTO. 90560-010 Porto Alegre - RS.",(51) 32370680,Privada,Não Informado,Não,,,,,-30.02422,-51.20811
ESCOLA PARALISADA,ESC EDUC INF NOVA GERACAO,43206492,RS,Porto Alegre,Urbana,Não Informado,Privada,"RUA ERNESTO DA FONTOURA, 1055 SAO GERALDO. 91030-290 Porto Alegre - RS.",(51) 23128008,Privada,Não Informado,Não,,,,,-30.00752,-51.17849
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO MARISTA PROFESSORA IVONE VETTORELLO,43206875,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOM BOSCO, 103 PREDIO. GLORIA. 90680-580 Porto Alegre - RS.",(51) 30862050,Privada,Filantrópica,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação de Jovens Adultos,Atendimento Educacional Especializado,-30.0754,-51.20281
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL PIRUETA,43207693,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA BARAO DO TRIUNFO, 608 MENINO DEUS. 90130-100 Porto Alegre - RS.",(51) 995402110,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5136 IEI UNIAO ESPERANCA,43207715,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA AMERICANA, 90 BELEM VELHO. 91787-380 Porto Alegre - RS.",(51) 32660947,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1129821,-51.1667806
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5163 EEI PLANETA INFANTIL,43207723,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"ACESSO A, 3036 RESTINGA. 91793-020 Porto Alegre - RS.",(51) 991635102,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1481244,-51.1410318
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO INFANTIL A PEQUENA SEREIA,43207731,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR BARCELOS, 2099 TRISTEZA. 91910-251 Porto Alegre - RS.",,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.10699,-51.23379
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESTACAO CRIANCA,43207839,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"PRACA LIBANEZA, 40 JARDIM LINDOIA. 91050-050 Porto Alegre - RS.",(51) 33411161,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0054108,-51.1518476
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5135 EEI ANTONIO GIANELLI,43208185,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA B AFRICA DO SUL, 7 BELEM VELHO. 91787-351 Porto Alegre - RS.",(51) 21651675,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1161468,-51.1517398
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EDUC INF A TURMA DO BARULHO,43208215,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MARECHAL MALLET, 306 VILA JOAO PESSOA. 91520-600 Porto Alegre - RS.",(51) 33184051,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.06441,-51.17168
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5134 ECEI MARISTA BOA MAE,43208312,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R SEISCENTOS NOVENTA OITO, 104 FARRAPOS. 90250-596 Porto Alegre - RS.",(51) 23121242,Privada,Confessional,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-29.9764318,-51.1971843
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,QI ESCOLAS E FACULDADES LTDA ASSIS BRASIL,43208401,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA ASSIS BRASIL, 3423 PASSO DA AREIA. 91010-004 Porto Alegre - RS.",,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Profissional,,-30.01057516,-51.15277791
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EST IND EM ANHETENGUA,43208410,RS,Porto Alegre,Urbana,Terra indígena,Pública,"BC BECO DOS MENDONCAS 357, 357 LOMBA DO PINHEIRO. 91787-753 Porto Alegre - RS.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,E E IND ENS FUN FAG NHIN,43208428,RS,Porto Alegre,Urbana,Terra indígena,Pública,"ETR ESTRADA JOAO DE OLIVEIRA REMIA 9105 PARADA 25, 9105 PARADA 25. LOMBA DO PINHEIRO. 91796-300 Porto Alegre - RS.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC ENS FUND CENTRO INTEGRADO DE DESENVOLVIMENTO,43208800,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FERNANDES VIEIRA, 553 BOM FIM. 90035-091 Porto Alegre - RS.",(51) 33112789,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-30.03434,-51.21128
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA INFANTIL AQUARELA,43208932,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA JOAO ALFREDO, 299 CIDADE BAIXA. 90050-230 Porto Alegre - RS.",(51) 33772534,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,-30.04006,-51.22667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI DO SESC - SESQUINHO 4 DISTRITO,43208967,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA BRASIL, 483 NAVEGANTES. 90230-061 Porto Alegre - RS.",(51) 33425099,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.00438,-51.20256
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI ESPACO CRIATIVO,43209025,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FILADELFIA, 150 SAO JOAO. 90550-060 Porto Alegre - RS.",(51) 33256840,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.01594,-51.19308
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5200 EEI A CAMINHO DO SOL,43209041,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R DR ANTONIO MAZZAFERRO NETO, 443 ABERTA DOS MORROS. 91787-196 Porto Alegre - RS.",(51) 985075557,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1594269,-51.1738161
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI DOCE CARAMELO,43209050,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"PRACA JOAO BERGMANN, 235 VILA ASSUNCAO. 91900-070 Porto Alegre - RS.",(51) 32686439,Privada,Particular,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.10239,-51.25665
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI ENGENHEIRINHO,43209076,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV CEL MARCOS, 163 PEDRA REDONDA. 91770-000 Porto Alegre - RS.",(51) 32682707,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA EDUCACAO INFANTIL ARTE CARINHO,43209130,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR EDUARDO CHARTIER, 463 469. PASSO DA AREIA. 90520-100 Porto Alegre - RS.",(51) 33435261,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0128,-51.18057
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EDUC INF SEMENTINHA DE VIDA,43209220,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ALMIRANTE GONCALVES, 84 MENINO DEUS. 90160-140 Porto Alegre - RS.",(51) 30289211,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.05894,-51.22064
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5142 IEI CRESCER COM LAZER,43209254,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV IRMAO FAUSTINO JOAO, 59 RUBEM BERTA. 91250-690 Porto Alegre - RS.",(51) 33881866,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0213495,-51.0940974
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BIZUCA ESCOLA DE EDUCACAO INFANTIL,43209262,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA ENGENHEIRO LUDOLFO BOEHL, 482 TERESOPOLIS. 91720-150 Porto Alegre - RS.",(51) 33186336,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.08296,-51.20651
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI GIRASSOL,43209270,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SOUZA LOBO, 1352 VILA JARDIM. 91320-320 Porto Alegre - RS.",(51) 33385110,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0409,-51.15216
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE FORMACAO PROFISSIONAL SENAI AUTOMOTIVO PORTO ALEGRE,43209521,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"DOS MAIAS, 830 RUBEM BERTA. 91170-200 Porto Alegre - RS.",,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Profissional,,-29.99265,-51.09526
ESCOLA PARALISADA,CENTRO ORIENT E PREPARACAO PARA TRABALHO - COPA,43209548,RS,Porto Alegre,Urbana,Não Informado,Pública,"RUA SANTA TEREZINHA, 711 FARROUPILHA. 90040-180 Porto Alegre - RS.",(51) 32237116,Estadual,Não Informado,Não,,,,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EDUC INF FILHOS DO SABER,43209661,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CANCIO GOMES, 567 CASA. FLORESTA. 90220-060 Porto Alegre - RS.",(51) 30853004,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.01814,-51.2074
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EDUC INF JARDIM MAGICO,43209718,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR BARCELOS, 2750 TRISTEZA. 91910-251 Porto Alegre - RS.",(51) 983588444,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.09996,-51.23249
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA EDUCACAO INFANTIL ESPACO FELIZ LTDA-ME,43209823,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PEDRO IVO, 511 MONT SERRAT. 90450-210 Porto Alegre - RS.",(51) 30223239,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.02952,-51.18955
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EDUC INF CIA DA CRIANCA,43210341,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR JOAO SIMPLICIO ALVES DE CARVALHO, 607 VILA IPIRANGA. 91360-260 Porto Alegre - RS.",(51) 32766852,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0186,-51.15468
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NOSSA CRECHE RECREACOES INFANTIS LTDA,43210350,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA CORONEL LUCAS DE OLIVEIRA, 299 PETROPOLIS. 90440-011 Porto Alegre - RS.",,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.02422,-51.19481
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI FAZENDO ARTE,43210368,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR CAMPOS VELHO, 1741/1751 CASA. CRISTAL. 90820-001 Porto Alegre - RS.",,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0944745,-51.2288956
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI MAIS ACAO,43210392,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA NOVA YORK, 335 AUXILIADORA. 90550-070 Porto Alegre - RS.",(51) 30246434,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.01914,-51.19513
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5199 EEI MUNDO DA IMAGINACAO,43210457,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV MOAB CALDAS, 33 SANTA TEREZA. 90880-310 Porto Alegre - RS.",(51) 32335309,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0680609,-51.2163832
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC EDUC INF PEQUENINOS,43210465,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FREI HENRIQUE GOLLAND TRINDADE, 330 BOA VISTA. 90480-140 Porto Alegre - RS.",(51) 30190473,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.02231,-51.17836
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BK ESCOLA DE EDUCACAO INFANTIL,43210481,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PAULO BLASCHKE, 125 JARDIM ITU SABARA. 91225-230 Porto Alegre - RS.",(51) 993520934,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.0115,-51.13258
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,ESC EDUC ESPECIAL BARBARA SYBILLE FISCHINGER,43210805,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MARCONE, 421 PARTENON. 91530-160 Porto Alegre - RS.",(51) 33544700,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,-30.0588,-51.1604
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA TECNICA TOP CURSOS BRASIL,43210937,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"PRACA PEREIRA PAROBE, 130 5 ANDAR. CENTRO HISTORICO. 90030-170 Porto Alegre - RS.",(51) 30866900,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação de Jovens Adultos,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE EDUCACAO INFANTIL CONSTRUINDO O SABER,43210953,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FELICISSIMO DE AZEVEDO, 1243 AUXILIADORA. 90540-110 Porto Alegre - RS.",(51) 33420387,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.021,-51.19523
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI VIVENDO E APRENDENDO,43210996,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA TOLEDO PIZA, 1107 SARANDI. 91120-300 Porto Alegre - RS.",(51) 33005500,Privada,Particular,Não,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-29.98433,-51.13367
ESCOLA PARALISADA,ESCOLA EDUC INF FLORESTINHA,43211011,RS,Porto Alegre,Urbana,Não Informado,Privada,"RUA DOUTOR CARLOS NIEDERAUER HOFMEISTER, 754 RESTINGA. 91790-020 Porto Alegre - RS.",(51) 32575225,Privada,Não Informado,Não,,,,,-30.15015,-51.13996
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA EDUC INF CRESCENDO FELIZ,43211070,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DEROCY GIACOMO DA SILVA, 150 VILA NOVA. 91750-290 Porto Alegre - RS.",(51) 32586809,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.12615,-51.21097
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5139 IEI ACOMPAR NUCLEO III,43211100,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA JOAO PARIS, 1107 SARANDI. 91160-440 Porto Alegre - RS.",(51) 986086400,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-29.988499,-51.1004217
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5141 EEI ABRASCE LOTEAMENTO PAMPA,43211119,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R VEREADOR ELOY MARTINS, 103 FARRAPOS. 90250-264 Porto Alegre - RS.",(51) 33371917,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-29.9802828,-51.1986998
